date_of_birth_year,Age in Last Interview,height_cm,weight_kg,education_level,date_of_birth_month
1974,33.0,160.9,47.9,1.0,9
1982,25.0,131.1,29.0,1.0,6
1982,25.0,131.1,29.0,1.0,6
1984,23.0,120.2,20.4,2.0,5
1984,23.0,120.2,20.4,2.0,5
1959,48.0,150.0,56.6,1.0,10
1983,24.0,130.7,28.5,2.0,11
1985,22.0,118.9,21.7,1.0,12
1960,47.0,150.0,56.2,1.0,9
1982,24.0,117.1,21.6,2.0,5
1982,24.0,117.1,21.6,2.0,5
1984,22.0,107.2,18.6,1.0,10
1984,22.0,107.2,18.6,1.0,10
1989,18.0,94.2,14.3,2.0,8
1993,14.0,58.2,5.6,3.0,11
1964,43.0,164.6,53.3,2.0,12
1967,40.0,149.3,47.1,2.0,5
1954,53.0,152.9,50.6,1.0,6
1980,26.0,133.4,30.8,1.0,9
1980,26.0,133.4,30.8,2.0,9
1986,25.0,109.0,19.5,1.0,3
1987,23.0,105.2,17.5,1.0,12
1987,23.0,105.2,17.5,2.0,12
1991,17.0,82.4,10.9,2.0,2
1991,17.0,82.4,10.9,2.0,2
1964,43.0,161.4,51.4,2.0,10
1965,42.0,136.7,38.0,2.0,12
1985,22.0,103.2,15.1,1.0,12
1987,20.0,96.7,13.4,1.0,4
1987,20.0,96.7,13.4,1.0,4
1988,19.0,94.2,12.2,2.0,10
1988,19.0,94.2,12.2,2.0,10
1990,17.0,84.6,10.8,1.0,6
1990,17.0,84.6,10.8,2.0,6
1990,17.0,84.6,10.8,1.0,6
1991,16.0,77.2,8.5,3.0,12
1993,15.0,66.3,5.4,3.0,2
1993,15.0,66.3,5.4,3.0,2
1983,24.0,115.7,22.4,3.0,7
1952,56.0,145.7,54.4,1.0,2
1978,29.0,134.4,30.6,2.0,12
1978,29.0,134.4,30.6,2.0,12
1983,25.0,126.0,25.1,2.0,3
1983,25.0,126.0,25.1,2.0,3
1983,25.0,126.0,25.1,2.0,3
1985,22.0,119.1,22.7,3.0,7
1985,22.0,119.1,22.7,3.0,7
1993,14.0,66.3,6.8,3.0,7
1993,14.0,66.3,6.8,3.0,7
1961,46.0,161.3,67.4,3.0,10
1960,47.0,141.7,38.6,3.0,3
1963,44.0,174.6,70.7,3.0,4
1988,19.0,114.8,19.2,3.0,8
1991,16.0,84.2,10.9,3.0,7
1991,16.0,84.2,10.9,3.0,7
1958,49.0,150.3,44.0,1.0,6
1986,20.0,104.9,15.5,3.0,7
1989,18.0,91.1,11.3,3.0,8
1992,15.0,71.4,8.7,1.0,7
1931,76.0,154.0,58.0,3.0,10
1957,51.0,164.7,54.2,1.0,3
1960,47.0,153.6,53.4,1.0,5
1992,16.0,79.9,10.2,3.0,1
1990,17.0,89.2,13.5,3.0,4
1942,65.0,166.7,58.7,3.0,9
1954,53.0,150.0,45.3,3.0,10
1981,26.0,144.2,34.2,2.0,5
1981,26.0,144.2,34.2,3.0,5
1983,25.0,125.0,23.5,3.0,4
1968,39.0,159.5,62.7,3.0,5
1965,42.0,149.7,40.9,3.0,9
1989,19.0,94.7,12.4,3.0,1
1989,19.0,94.7,12.4,3.0,1
1969,38.0,157.3,53.7,3.0,5
1970,36.0,153.4,55.4,2.0,4
1991,16.0,81.7,11.3,3.0,1
1991,16.0,81.7,11.3,3.0,1
1985,23.0,130.1,32.2,3.0,2
1985,23.0,130.1,32.2,3.0,2
1980,27.0,145.9,32.2,1.0,3
1980,27.0,145.9,32.2,1.0,3
1981,26.0,139.0,30.7,3.0,8
1948,59.0,163.4,54.9,3.0,5
1956,51.0,147.7,49.1,1.0,5
1979,28.0,141.7,34.8,3.0,11
1979,28.0,141.7,34.8,3.0,11
1981,26.0,137.1,33.1,3.0,7
1981,26.0,137.1,33.1,3.0,7
1990,18.0,90.4,12.7,3.0,2
1990,18.0,90.4,12.7,3.0,2
1951,56.0,155.0,60.6,2.0,2
1951,56.0,149.4,50.7,1.0,10
1981,26.0,147.9,39.0,3.0,9
1988,19.0,98.9,15.3,2.0,9
1967,39.0,165.6,68.1,2.0,10
1960,47.0,146.4,43.5,1.0,5
1960,47.0,146.4,43.5,1.0,5
1979,28.0,159.4,49.0,3.0,12
1983,25.0,132.5,26.8,1.0,2
1983,25.0,132.5,26.8,1.0,2
1989,18.0,97.0,17.0,3.0,9
1952,58.0,162.0,57.3,1.0,2
1952,55.0,149.4,44.9,1.0,5
1981,26.0,135.0,32.6,3.0,2
1958,49.0,156.0,67.6,2.0,4
1982,24.0,133.2,22.3,3.0,8
1967,40.0,165.1,59.0,3.0,8
1968,39.0,154.5,53.9,3.0,2
1974,33.0,149.4,44.8,1.0,12
1993,14.0,50.4,3.1,2.0,9
1968,39.0,145.9,54.6,3.0,2
1959,48.0,146.8,40.5,2.0,9
1986,21.0,110.6,17.7,3.0,5
1986,21.0,110.6,17.7,3.0,5
1986,21.0,110.6,17.7,3.0,5
1989,18.0,96.1,13.5,3.0,7
1964,46.0,169.3,51.4,3.0,3
1971,36.0,150.6,47.6,1.0,5
1992,15.0,79.1,8.7,3.0,6
1951,53.0,158.5,58.9,1.0,2
1965,43.0,149.9,50.6,1.0,7
1982,24.0,126.2,26.4,2.0,6
1982,24.0,126.2,26.4,3.0,6
1983,23.0,126.6,30.6,1.0,9
1983,23.0,126.6,30.6,2.0,9
1991,16.0,78.2,9.7,2.0,12
1960,47.0,159.4,51.1,2.0,6
1960,47.0,148.0,40.8,2.0,8
1981,26.0,149.3,37.1,3.0,6
1981,26.0,149.3,37.1,3.0,6
1964,43.0,145.2,39.7,2.0,10
1986,21.0,115.1,19.0,3.0,4
1986,21.0,115.1,19.0,3.0,4
1988,20.0,103.8,17.2,3.0,1
1988,20.0,103.8,17.2,3.0,1
1957,51.0,163.2,55.2,2.0,11
1958,49.0,142.8,44.6,2.0,2
1986,21.0,104.4,14.7,3.0,11
1989,18.0,96.8,12.4,3.0,7
1991,16.0,80.8,9.4,3.0,8
1950,57.0,166.8,58.7,2.0,6
1958,49.0,144.2,36.6,1.0,4
1980,27.0,151.0,32.3,3.0,4
1980,27.0,151.0,32.3,3.0,4
1984,23.0,119.4,19.7,3.0,7
1984,23.0,119.4,19.7,3.0,7
1958,49.0,164.1,70.7,2.0,8
1958,49.0,164.1,70.7,2.0,8
1978,27.0,143.1,31.6,2.0,5
1984,23.0,126.3,21.1,2.0,4
1984,23.0,126.3,21.1,2.0,4
1983,24.0,127.3,22.6,3.0,12
1983,24.0,127.3,22.6,2.0,12
1966,41.0,152.6,58.2,1.0,10
1985,22.0,118.4,20.6,3.0,12
1986,21.0,113.3,19.9,3.0,12
1991,16.0,85.1,11.0,3.0,7
1991,16.0,85.1,11.0,3.0,7
1956,51.0,161.2,64.3,2.0,7
1977,31.0,155.2,49.4,3.0,6
1977,31.0,155.2,49.4,3.0,6
1979,28.0,147.7,35.9,3.0,9
1954,53.0,158.6,64.1,2.0,2
1958,49.0,153.3,45.4,1.0,2
1985,22.0,125.3,22.9,2.0,10
1985,22.0,125.3,22.9,2.0,10
1987,20.0,100.2,15.1,2.0,12
1990,17.0,83.6,10.8,2.0,12
1992,15.0,71.7,8.7,2.0,11
1966,41.0,160.5,48.8,1.0,12
1990,17.0,87.1,11.4,2.0,3
1992,15.0,74.7,8.4,2.0,1
1992,15.0,74.7,8.4,2.0,1
1959,49.0,166.0,52.1,1.0,7
1959,49.0,166.0,52.1,1.0,7
1965,42.0,154.8,60.6,1.0,4
1965,42.0,154.8,60.6,1.0,4
1985,22.0,124.1,22.4,3.0,4
1985,22.0,124.1,22.4,3.0,4
1987,20.0,108.3,18.4,3.0,8
1987,20.0,108.3,18.4,3.0,8
1970,37.0,161.3,52.3,2.0,7
1973,33.0,149.8,42.0,1.0,6
1991,16.0,82.5,9.8,2.0,7
1959,48.0,155.8,49.0,1.0,5
1979,28.0,147.3,34.6,3.0,10
1979,28.0,147.3,34.6,3.0,10
1983,24.0,127.3,23.7,2.0,3
1964,43.0,168.1,57.8,3.0,4
1969,38.0,153.6,56.1,3.0,4
1989,17.0,96.6,13.3,3.0,4
1989,17.0,96.6,13.3,3.0,4
1955,52.0,150.5,42.1,2.0,7
1954,56.0,157.0,52.4,1.0,7
1982,25.0,130.2,24.8,3.0,11
1982,25.0,130.2,24.8,3.0,11
1985,22.0,108.1,16.8,2.0,11
1954,53.0,167.9,56.3,1.0,4
1959,48.0,160.2,56.1,1.0,8
1981,26.0,145.3,41.2,3.0,5
1981,26.0,145.3,41.2,3.0,5
1961,46.0,150.8,42.7,1.0,5
1988,19.0,95.9,14.1,3.0,9
1988,19.0,95.9,14.1,3.0,9
1959,48.0,157.1,53.9,1.0,5
1963,44.0,153.1,45.2,1.0,12
1980,26.0,136.9,30.8,3.0,7
1980,26.0,136.9,30.8,3.0,7
1982,25.0,130.6,24.7,3.0,5
1982,25.0,130.6,24.7,3.0,5
1952,56.0,157.5,57.2,1.0,2
1952,56.0,157.5,57.2,1.0,2
1979,29.0,154.7,47.0,2.0,5
1968,39.0,164.1,52.1,2.0,8
1990,17.0,88.1,10.2,3.0,8
1990,17.0,88.1,10.2,3.0,8
1993,15.0,66.1,6.2,2.0,1
1993,15.0,66.1,6.2,2.0,1
1965,42.0,156.3,47.5,2.0,7
1968,39.0,149.1,45.6,1.0,9
1960,47.0,161.4,54.4,1.0,12
1963,45.0,148.3,53.8,1.0,8
1989,18.0,98.0,13.8,2.0,7
1993,15.0,64.6,6.7,2.0,2
1993,15.0,64.6,6.7,2.0,2
1954,53.0,154.0,58.4,2.0,11
1960,47.0,157.3,71.3,1.0,3
1981,26.0,136.9,34.0,3.0,2
1981,26.0,136.9,34.0,3.0,2
1983,25.0,130.3,26.1,3.0,1
1983,25.0,130.3,26.1,3.0,1
1966,43.0,167.1,65.6,3.0,11
1966,43.0,159.9,68.6,2.0,6
1990,17.0,90.6,12.4,3.0,2
1930,77.0,159.2,54.1,1.0,2
1941,66.0,145.2,53.7,1.0,5
1984,22.0,114.4,16.6,3.0,5
1984,22.0,114.4,16.6,3.0,5
1929,78.0,166.1,67.9,1.0,8
1976,37.0,156.8,54.2,3.0,8
1937,70.0,154.4,56.2,1.0,8
1940,67.0,154.7,61.8,2.0,12
1983,24.0,133.3,30.1,3.0,11
1952,55.0,169.1,74.0,2.0,8
1956,51.0,149.3,69.8,2.0,11
1985,22.0,123.0,21.7,3.0,11
1991,16.0,92.9,13.5,3.0,3
1991,16.0,92.9,13.5,3.0,3
1969,38.0,159.8,57.0,3.0,5
1969,38.0,159.8,57.0,3.0,5
1979,26.0,148.8,36.1,3.0,3
1979,28.0,149.8,56.7,3.0,4
1953,55.0,144.8,57.8,2.0,12
1980,27.0,142.3,36.8,1.0,3
1956,51.0,142.3,58.8,1.0,10
1983,24.0,121.2,21.6,3.0,3
1993,14.0,69.8,6.0,1.0,5
1948,59.0,150.4,60.3,1.0,9
1980,28.0,151.6,40.0,3.0,2
1980,28.0,151.6,40.0,3.0,2
1952,49.0,155.0,70.5,2.0,3
1985,16.0,130.3,24.1,3.0,2
1986,14.0,114.3,17.8,3.0,8
1987,13.0,107.8,17.1,3.0,11
1943,57.0,173.9,79.9,1.0,10
1964,43.0,154.9,43.9,2.0,4
1950,57.0,145.7,57.2,2.0,8
1961,39.0,158.1,58.6,3.0,10
1962,39.0,145.7,55.4,3.0,2
1992,9.0,82.2,11.0,3.0,3
1952,55.0,160.3,70.8,3.0,3
1961,46.0,166.3,60.5,3.0,8
1967,40.0,152.5,55.1,3.0,11
1991,17.0,93.6,13.2,3.0,1
1957,50.0,160.7,50.2,2.0,7
1959,50.0,149.4,44.9,2.0,7
1984,23.0,119.0,19.4,3.0,10
1986,21.0,110.2,17.3,3.0,5
1988,19.0,93.1,12.7,2.0,10
1964,43.0,157.3,54.4,3.0,10
1964,43.0,157.3,54.4,3.0,10
1968,41.0,145.3,48.8,3.0,2
1968,41.0,145.3,48.8,3.0,2
1992,15.0,69.9,7.6,3.0,8
1992,15.0,69.9,7.6,3.0,8
1966,41.0,163.1,59.6,3.0,7
1966,41.0,157.1,53.9,3.0,5
1962,45.0,149.2,47.6,1.0,3
1983,24.0,112.8,23.7,3.0,7
1983,24.0,112.8,23.7,3.0,7
1984,23.0,118.1,20.3,3.0,12
1985,21.0,109.7,17.4,3.0,8
1987,20.0,103.9,13.8,3.0,11
1990,16.0,82.5,9.9,3.0,6
1990,16.0,82.5,9.9,3.0,6
1964,43.0,152.9,51.7,1.0,12
1961,46.0,158.0,60.1,3.0,4
1962,45.0,146.9,52.5,3.0,7
1987,20.0,115.9,19.1,3.0,3
1975,32.0,144.9,48.8,3.0,9
1980,27.0,145.9,35.8,3.0,8
1988,20.0,104.3,16.3,3.0,11
1943,64.0,168.2,58.9,3.0,5
1950,57.0,144.8,57.8,3.0,7
1972,36.0,153.0,56.5,3.0,3
1972,36.0,153.0,56.5,3.0,3
1954,53.0,153.6,53.2,3.0,4
1956,50.0,149.7,49.1,2.0,10
1983,24.0,119.7,23.2,3.0,8
1988,19.0,99.6,15.2,3.0,9
1938,69.0,167.7,67.3,3.0,9
1940,67.0,151.5,58.4,3.0,7
1970,33.0,151.0,62.1,3.0,6
1967,40.0,144.7,57.3,3.0,7
1965,42.0,151.2,46.1,3.0,6
1989,18.0,99.6,13.5,3.0,5
1982,25.0,143.6,33.3,3.0,8
1982,25.0,143.6,33.3,3.0,8
1984,23.0,141.3,39.3,3.0,6
1954,53.0,161.4,67.2,2.0,4
1943,65.0,163.6,56.2,3.0,3
1941,66.0,148.5,48.5,3.0,6
1954,47.0,163.5,55.6,3.0,3
1957,43.0,159.2,51.0,2.0,5
1939,68.0,147.8,49.2,1.0,4
1983,25.0,124.0,24.8,3.0,2
1984,23.0,120.1,25.0,3.0,4
1984,23.0,120.1,25.0,3.0,4
1992,14.0,73.1,8.9,3.0,12
1992,14.0,73.1,8.9,3.0,12
1942,65.0,170.4,50.1,2.0,12
1953,54.0,155.1,53.2,1.0,3
1977,31.0,175.3,80.1,3.0,9
1977,31.0,175.3,80.1,3.0,9
1951,56.0,146.2,49.3,1.0,11
1979,28.0,149.0,39.0,3.0,11
1982,25.0,136.3,34.3,3.0,4
1985,22.0,116.8,17.8,3.0,12
1985,22.0,116.8,17.8,3.0,12
1945,62.0,163.9,54.0,1.0,12
1946,59.0,153.4,52.0,1.0,12
1979,28.0,145.0,35.2,1.0,4
1979,28.0,145.0,35.2,2.0,4
1983,25.0,132.9,26.7,2.0,2
1983,25.0,132.9,26.7,2.0,2
1983,24.0,126.4,24.8,3.0,5
1983,24.0,126.4,24.8,3.0,5
1984,24.0,113.5,17.8,3.0,1
1984,24.0,113.5,17.8,3.0,1
1988,20.0,106.2,14.3,3.0,2
1990,17.0,93.1,11.7,3.0,3
1990,17.0,93.1,11.7,3.0,3
1992,15.0,78.7,9.3,3.0,7
1950,57.0,162.3,63.6,2.0,9
1955,53.0,147.8,48.5,1.0,11
1977,30.0,154.3,42.4,3.0,5
1962,45.0,155.1,51.9,1.0,5
1984,23.0,125.8,24.3,2.0,2
1984,23.0,125.8,24.3,2.0,2
1985,22.0,109.5,17.1,2.0,7
1985,22.0,109.5,17.1,2.0,7
1989,18.0,101.8,15.4,3.0,2
1989,18.0,101.8,15.4,3.0,2
1979,28.0,151.1,40.0,3.0,9
1979,28.0,151.1,40.0,3.0,9
1991,15.0,81.1,10.1,3.0,3
1991,15.0,81.1,10.1,1.0,3
1948,59.0,145.5,47.7,1.0,4
1981,27.0,132.8,29.5,3.0,2
1981,27.0,132.8,29.5,2.0,2
1986,22.0,120.2,17.9,2.0,1
1986,22.0,120.2,17.9,2.0,1
1989,18.0,93.2,11.4,3.0,7
1989,18.0,93.2,11.4,3.0,7
1989,18.0,93.2,11.4,3.0,7
1992,16.0,78.2,9.3,3.0,1
1992,16.0,78.2,9.3,3.0,1
1990,17.0,82.8,9.6,1.0,4
1990,17.0,82.8,9.6,1.0,4
1956,52.0,153.4,54.5,1.0,12
1956,52.0,153.4,54.5,1.0,12
1979,28.0,142.5,40.0,2.0,8
1983,24.0,117.9,23.6,2.0,12
1983,24.0,117.9,23.6,2.0,12
1985,22.0,108.3,18.7,3.0,11
1985,22.0,108.3,18.7,3.0,11
1949,57.0,166.1,61.4,1.0,11
1980,26.0,146.4,38.5,3.0,11
1980,26.0,146.4,38.5,3.0,11
1959,48.0,174.5,66.8,1.0,12
1963,44.0,158.1,53.6,2.0,8
1983,25.0,135.7,25.4,3.0,1
1983,25.0,135.7,25.4,3.0,1
1952,55.0,159.9,55.2,1.0,5
1982,25.0,121.1,27.1,1.0,8
1982,25.0,121.1,27.1,1.0,8
1986,21.0,105.8,17.2,1.0,9
1988,19.0,95.3,15.1,1.0,11
1991,16.0,78.5,9.0,1.0,7
1991,16.0,78.5,9.0,1.0,7
1993,14.0,50.5,3.3,1.0,10
1993,14.0,50.5,3.3,1.0,10
1955,52.0,153.1,59.5,1.0,8
1984,23.0,128.2,25.4,2.0,3
1990,17.0,100.0,13.9,3.0,3
1990,17.0,100.0,13.9,3.0,3
1992,15.0,77.3,8.6,3.0,3
1992,15.0,77.3,8.6,3.0,3
1977,30.0,159.0,54.5,3.0,5
1966,46.0,157.3,62.9,1.0,8
1960,47.0,162.7,63.2,1.0,11
1993,14.0,67.9,6.4,3.0,3
1986,43.0,152.7,56.2,1.0,8
1986,43.0,152.7,56.2,1.0,8
1993,14.0,65.1,5.3,1.0,10
1993,14.0,65.1,5.3,2.0,10
1964,43.0,168.2,73.1,2.0,4
1968,39.0,156.6,66.8,3.0,8
1963,44.0,152.6,50.4,3.0,5
1956,51.0,154.5,54.0,1.0,8
1983,25.0,135.3,27.8,1.0,3
1983,25.0,135.3,27.8,1.0,3
1985,22.0,116.7,18.0,3.0,7
1965,42.0,153.7,50.4,1.0,7
1985,24.0,118.9,20.8,1.0,12
1985,24.0,118.9,20.8,1.0,12
1990,17.0,88.5,11.7,1.0,12
1985,23.0,111.9,17.4,3.0,8
1985,23.0,111.9,17.4,3.0,8
1988,19.0,100.2,13.6,3.0,5
1958,49.0,159.9,38.9,1.0,12
1982,25.0,137.2,25.8,3.0,11
1985,22.0,128.7,26.9,3.0,9
1985,22.0,128.7,26.9,3.0,9
1991,17.0,92.7,12.5,3.0,12
1968,39.0,157.8,49.8,1.0,4
1983,24.0,102.2,27.7,3.0,1
1968,31.0,166.8,56.5,2.0,12
1966,34.0,148.2,47.0,3.0,10
1991,9.0,87.6,12.7,3.0,9
1942,66.0,166.1,66.6,1.0,4
1952,55.0,161.9,70.7,1.0,5
1978,29.0,171.6,59.6,1.0,12
1986,20.0,113.4,21.1,3.0,7
1961,39.0,150.3,55.3,1.0,4
1980,20.0,143.9,41.7,3.0,10
1980,20.0,143.9,41.7,3.0,10
1961,41.0,155.9,52.5,2.0,1
1961,41.0,155.9,52.5,3.0,1
1967,40.0,144.4,49.1,2.0,5
1980,28.0,143.2,42.0,2.0,12
1980,28.0,143.2,42.0,2.0,12
1985,22.0,115.0,20.5,2.0,3
1985,22.0,115.0,20.5,2.0,3
1969,33.0,171.3,62.4,3.0,5
1969,32.0,163.2,47.9,3.0,8
1993,7.0,62.2,9.1,3.0,5
1950,57.0,164.0,68.7,2.0,8
1958,54.0,147.2,40.7,3.0,6
1979,28.0,150.5,42.9,3.0,7
1983,24.0,136.1,23.4,3.0,10
1991,16.0,89.7,13.9,3.0,9
1939,61.0,159.9,47.4,1.0,4
1957,43.0,150.7,52.9,1.0,8
1992,8.0,75.5,9.4,3.0,8
1966,34.0,157.9,57.6,1.0,9
1974,34.0,160.0,46.9,3.0,2
1983,24.0,129.9,24.8,3.0,3
1981,27.0,157.7,43.9,2.0,12
1981,27.0,157.7,43.9,2.0,12
1985,22.0,128.7,22.4,3.0,12
1947,59.0,156.3,64.5,3.0,8
1975,25.0,156.6,62.1,1.0,5
1976,24.0,148.1,52.3,3.0,5
1976,24.0,148.1,52.3,2.0,5
1966,41.0,166.8,64.1,3.0,10
1970,37.0,161.0,70.0,3.0,12
1958,50.0,153.0,40.2,2.0,1
1969,42.0,148.6,72.7,3.0,12
1979,28.0,145.3,52.1,3.0,7
1992,15.0,76.4,10.1,3.0,12
1960,47.0,167.0,54.6,1.0,8
1964,42.0,150.5,56.9,1.0,5
1987,20.0,109.0,17.1,3.0,5
1987,20.0,109.0,17.1,3.0,5
1993,14.0,60.7,5.6,2.0,9
1960,47.0,150.1,50.9,1.0,12
1983,24.0,131.5,25.7,3.0,5
1983,24.0,131.5,25.7,3.0,5
1976,31.0,148.9,49.0,3.0,2
1980,27.0,145.2,37.5,3.0,9
1980,27.0,145.2,37.5,3.0,9
1942,65.0,148.1,46.4,1.0,12
1937,70.0,149.0,51.3,1.0,12
1986,21.0,123.9,24.8,3.0,1
1960,47.0,161.8,50.9,1.0,8
1962,44.0,150.2,46.1,1.0,12
1983,24.0,126.0,23.6,3.0,7
1983,24.0,126.0,23.6,3.0,7
1966,41.0,153.3,50.3,1.0,11
1988,18.0,103.0,15.8,3.0,4
1960,47.0,168.2,58.0,2.0,12
1961,46.0,141.7,48.9,1.0,12
1981,26.0,133.0,30.1,2.0,7
1981,26.0,133.0,30.1,2.0,7
1982,25.0,123.1,25.4,2.0,10
1984,23.0,115.7,20.8,2.0,9
1984,23.0,115.7,20.8,2.0,9
1985,22.0,113.3,19.9,2.0,9
1985,22.0,113.3,19.9,2.0,9
1987,20.0,101.6,15.4,2.0,11
1987,20.0,101.6,15.4,2.0,11
1990,17.0,86.6,11.6,2.0,3
1992,15.0,78.5,9.5,2.0,3
1966,41.0,164.6,50.5,1.0,8
1968,39.0,153.4,54.5,1.0,5
1990,17.0,92.7,12.9,2.0,5
1993,14.0,57.0,4.9,3.0,9
1993,14.0,57.0,4.9,3.0,9
1957,50.0,153.4,46.9,1.0,4
1991,16.0,82.7,11.6,1.0,4
1983,22.0,117.1,18.3,2.0,2
1943,67.0,158.7,53.5,1.0,5
1993,14.0,69.2,7.0,3.0,2
1993,14.0,69.2,7.0,3.0,2
1959,48.0,160.1,51.8,1.0,6
1964,44.0,163.5,58.3,2.0,10
1984,23.0,124.9,25.8,3.0,10
1984,23.0,124.9,25.8,3.0,10
1987,20.0,107.2,16.1,3.0,3
1987,20.0,107.2,16.1,3.0,3
1981,26.0,129.1,27.1,2.0,9
1983,24.0,131.9,26.6,2.0,7
1955,52.0,156.8,71.3,3.0,8
1980,27.0,149.4,47.4,3.0,8
1980,27.0,149.4,47.4,3.0,8
1987,20.0,109.6,17.8,3.0,7
1948,59.0,158.0,59.6,1.0,8
1946,65.0,153.4,75.5,1.0,6
1978,29.0,169.7,72.0,3.0,6
1978,29.0,169.7,72.0,3.0,6
1960,47.0,152.8,70.3,2.0,5
1992,15.0,72.0,7.3,3.0,10
1967,41.0,165.1,57.8,3.0,3
1967,41.0,165.1,57.8,2.0,3
1970,37.0,149.2,58.7,3.0,5
1970,37.0,149.2,58.7,3.0,5
1992,15.0,69.7,7.5,3.0,11
1992,15.0,69.7,7.5,3.0,11
1982,26.0,133.1,25.8,3.0,3
1982,26.0,133.1,25.8,3.0,3
1957,50.0,152.7,58.1,1.0,9
1981,26.0,141.0,31.1,3.0,8
1981,26.0,141.0,31.1,3.0,8
1986,21.0,115.9,18.3,3.0,11
1986,21.0,115.9,18.3,3.0,11
1989,18.0,105.1,17.2,3.0,1
1989,18.0,105.1,17.2,3.0,1
1956,51.0,165.2,46.7,1.0,2
1966,41.0,148.6,40.0,3.0,5
1987,20.0,106.6,15.3,3.0,5
1991,16.0,82.5,9.1,3.0,10
1960,47.0,167.9,62.8,3.0,5
1963,44.0,146.6,59.1,3.0,12
1986,21.0,130.2,17.5,3.0,9
1978,30.0,147.0,38.5,3.0,8
1978,30.0,147.0,38.5,3.0,8
1980,27.0,137.4,25.3,2.0,12
1983,24.0,126.5,23.1,3.0,12
1988,19.0,104.3,13.7,2.0,12
1936,71.0,150.2,39.5,2.0,6
1941,66.0,155.7,65.6,2.0,11
1965,42.0,148.8,52.2,3.0,10
1992,15.0,81.6,10.3,3.0,7
1958,50.0,163.7,66.4,3.0,3
1965,42.0,154.8,55.7,3.0,4
1991,16.0,90.6,13.4,2.0,6
1990,15.0,78.9,11.6,3.0,6
1959,48.0,148.8,45.3,3.0,2
1984,24.0,128.9,26.0,3.0,1
1980,27.0,163.8,65.8,3.0,11
1969,38.0,147.0,38.9,3.0,12
1969,38.0,147.0,38.9,3.0,12
1956,51.0,146.9,50.1,2.0,10
1980,27.0,146.7,35.1,2.0,9
1954,53.0,150.9,69.3,2.0,3
1942,65.0,160.7,46.6,2.0,5
1948,60.0,158.7,66.5,2.0,1
1983,24.0,150.1,42.4,3.0,9
1969,39.0,165.0,56.5,1.0,4
1980,28.0,140.3,30.2,3.0,1
1980,28.0,140.3,30.2,3.0,1
1984,23.0,124.6,21.5,3.0,7
1984,23.0,124.6,21.5,3.0,7
1951,54.0,153.0,69.2,1.0,3
1951,54.0,153.0,69.2,1.0,3
1979,29.0,164.5,46.5,2.0,2
1979,29.0,164.5,46.5,2.0,2
1992,15.0,72.3,7.4,2.0,12
1992,15.0,72.3,7.4,2.0,12
1981,25.0,130.0,26.8,2.0,12
1981,25.0,130.0,26.8,1.0,12
1986,21.0,115.5,19.2,2.0,4
1990,17.0,90.5,12.2,2.0,8
1992,15.0,74.8,8.3,1.0,6
1961,46.0,147.7,45.1,1.0,10
1983,24.0,128.4,22.1,3.0,10
1988,19.0,99.3,13.8,3.0,11
1988,19.0,99.3,13.8,3.0,11
1991,17.0,93.0,11.9,2.0,8
1991,17.0,93.0,11.9,3.0,8
1993,14.0,60.5,6.4,1.0,8
1993,14.0,60.5,6.4,3.0,8
1981,26.0,136.7,29.4,3.0,8
1981,26.0,136.7,29.4,3.0,8
1984,23.0,116.3,18.8,3.0,11
1965,43.0,161.0,62.1,2.0,5
1966,41.0,155.9,53.3,1.0,7
1986,21.0,111.4,17.8,3.0,9
1988,19.0,84.1,12.4,1.0,7
1990,16.0,84.1,11.5,3.0,3
1990,16.0,84.1,11.5,3.0,3
1971,39.0,164.7,57.3,1.0,7
1985,24.0,130.6,22.9,2.0,9
1985,24.0,130.6,22.9,2.0,9
1992,15.0,78.3,9.3,3.0,5
1992,15.0,78.3,9.3,3.0,5
1992,15.0,78.3,9.3,3.0,5
1950,57.0,154.7,64.9,1.0,10
1982,26.0,133.7,28.1,3.0,3
1989,19.0,105.0,20.3,1.0,2
1984,23.0,122.1,22.5,1.0,5
1953,56.0,158.9,57.3,1.0,2
1979,28.0,146.1,37.3,3.0,12
1979,28.0,146.1,37.3,3.0,12
1993,14.0,57.5,5.3,3.0,8
1952,55.0,164.9,53.1,3.0,12
1957,50.0,154.1,59.5,2.0,8
1982,25.0,129.2,25.7,3.0,10
1972,36.0,148.0,41.0,3.0,4
1967,40.0,147.6,48.8,1.0,7
1988,19.0,106.1,17.2,2.0,12
1988,19.0,106.1,17.2,2.0,12
1988,19.0,106.1,17.2,2.0,12
1993,14.0,62.0,6.6,3.0,6
1993,14.0,62.0,6.6,3.0,6
1971,36.0,164.9,55.7,2.0,5
1972,36.0,151.6,62.2,2.0,1
1983,24.0,122.5,20.0,3.0,5
1983,24.0,122.5,20.0,3.0,5
1986,21.0,115.2,18.2,2.0,5
1986,21.0,115.2,18.2,2.0,5
1992,15.0,70.9,7.8,2.0,11
1954,53.0,163.4,51.5,1.0,4
1962,45.0,141.0,61.2,1.0,8
1985,22.0,118.6,20.6,2.0,12
1987,20.0,106.0,15.0,3.0,10
1960,47.0,159.5,47.4,1.0,9
1966,42.0,158.0,66.4,1.0,4
1989,18.0,97.1,13.7,3.0,4
1989,18.0,97.1,13.7,3.0,4
1957,50.0,166.0,61.5,1.0,7
1960,47.0,158.7,61.3,1.0,12
1981,26.0,143.8,32.5,3.0,7
