date_of_birth_year,Age in Last Interview,height_cm,weight_kg,education_level,date_of_birth_month
1980,27.0,137.2,28.9,3.0,11
1985,23.0,124.6,21.4,3.0,4
1985,23.0,124.6,21.4,3.0,4
1968,39.0,160.4,53.1,3.0,8
1973,33.0,150.1,38.6,2.0,8
1964,43.0,159.4,67.3,3.0,8
1970,38.0,160.8,53.3,3.0,11
1945,62.0,164.4,66.4,1.0,6
1982,26.0,133.9,28.3,3.0,3
1982,26.0,133.9,28.3,3.0,3
1985,22.0,110.1,17.7,3.0,12
1987,20.0,112.1,15.3,3.0,11
1982,26.0,136.0,29.4,3.0,1
1982,26.0,136.0,29.4,3.0,1
1984,23.0,131.6,24.5,3.0,11
1979,28.0,154.8,43.1,3.0,12
1947,65.0,143.9,40.0,1.0,6
1980,28.0,145.0,25.0,2.0,2
1980,28.0,145.0,25.0,3.0,2
1983,25.0,141.0,23.0,3.0,3
1983,25.0,141.0,23.0,3.0,3
1978,35.0,160.6,53.3,3.0,3
1974,33.0,167.9,57.7,3.0,12
1961,35.0,175.0,58.3,3.0,1
1961,35.0,175.0,58.3,3.0,1
1974,34.0,158.5,55.3,3.0,1
1974,34.0,158.5,55.3,3.0,1
1993,14.0,68.0,8.1,3.0,5
1993,14.0,68.0,8.1,3.0,5
1993,14.0,68.0,8.1,3.0,5
1987,20.0,124.3,22.3,3.0,5
1967,40.0,173.1,72.2,3.0,8
1972,36.0,159.5,54.5,3.0,6
1936,60.0,141.6,44.4,1.0,3
1967,41.0,160.1,56.0,3.0,3
1971,38.0,150.9,42.9,1.0,5
1983,62.0,145.2,37.5,3.0,4
1955,52.0,167.3,57.3,3.0,6
1993,14.0,98.0,9.8,3.0,6
1949,58.0,166.3,55.8,3.0,9
1954,55.0,145.9,53.2,2.0,4
1975,33.0,146.3,32.6,3.0,2
1980,27.0,147.6,40.1,1.0,5
1959,48.0,167.0,53.1,3.0,9
1968,39.0,164.2,43.2,3.0,1
1965,42.0,166.1,69.3,1.0,8
1965,43.0,143.4,50.0,1.0,3
1965,42.0,162.7,61.4,2.0,12
1953,55.0,169.5,76.0,3.0,6
1953,55.0,169.5,76.0,3.0,6
1959,48.0,153.5,63.0,1.0,10
1959,48.0,153.5,63.0,2.0,10
1979,28.0,151.9,42.5,3.0,5
1984,24.0,126.3,24.3,3.0,6
1984,24.0,126.3,24.3,3.0,6
1964,43.0,162.2,57.2,3.0,12
1964,43.0,162.2,57.2,3.0,12
1965,43.0,150.4,51.1,3.0,2
1965,43.0,150.4,51.1,3.0,2
1985,22.0,122.9,22.4,3.0,11
1991,17.0,91.2,13.3,3.0,4
1991,17.0,91.2,13.3,3.0,4
1961,46.0,148.8,56.4,3.0,11
1986,24.0,125.2,23.4,3.0,4
1986,24.0,125.2,23.4,3.0,4
1965,21.0,115.2,17.9,3.0,2
1965,21.0,115.2,17.9,3.0,2
1991,16.0,79.4,10.8,3.0,10
1965,43.0,155.4,56.8,3.0,2
1965,43.0,155.4,56.8,3.0,2
1968,39.0,156.0,57.0,3.0,7
1968,39.0,156.0,57.0,3.0,7
1970,38.0,161.4,59.5,3.0,1
1970,38.0,161.4,59.5,3.0,1
1974,33.0,155.5,51.6,3.0,6
1955,52.0,161.1,63.4,3.0,9
1980,27.0,160.6,45.6,3.0,7
1980,27.0,160.6,45.6,3.0,7
1958,49.0,161.6,76.4,3.0,10
1965,42.0,151.6,51.1,3.0,8
1987,20.0,161.0,27.7,3.0,10
1959,48.0,165.8,70.1,2.0,9
1966,41.0,165.0,60.0,2.0,5
1984,23.0,135.0,25.9,3.0,9
1984,23.0,135.0,25.9,3.0,9
1987,20.0,120.0,24.0,3.0,12
1987,20.0,120.0,24.0,3.0,12
1991,16.0,94.2,12.0,3.0,12
1951,56.0,166.2,80.3,2.0,8
1958,50.0,160.1,61.7,2.0,8
1983,24.0,132.2,33.5,3.0,9
1983,24.0,132.2,33.5,3.0,9
1960,48.0,167.6,65.0,3.0,12
1960,47.0,148.0,46.4,3.0,8
1985,22.0,121.4,21.8,3.0,5
1985,22.0,121.4,21.8,3.0,5
1986,21.0,117.4,20.4,3.0,7
1973,35.0,162.0,63.7,3.0,2
1973,35.0,162.0,63.7,3.0,2
1970,37.0,174.0,58.1,3.0,8
1972,35.0,162.0,55.0,3.0,7
1972,35.0,162.0,55.0,3.0,7
1979,28.0,160.5,44.4,3.0,7
1979,28.0,160.5,44.4,3.0,7
1968,39.0,154.4,54.5,3.0,1
1987,20.0,112.3,20.7,3.0,12
1991,17.0,96.6,13.7,3.0,1
1954,53.0,162.9,69.9,1.0,12
1960,48.0,162.3,60.7,1.0,4
1980,27.0,153.3,43.1,3.0,11
1981,26.0,138.4,28.3,3.0,7
1981,26.0,138.4,28.3,3.0,7
1983,25.0,153.4,29.2,3.0,4
1984,23.0,129.3,23.5,3.0,5
1983,24.0,134.4,127.6,3.0,7
1983,24.0,134.4,127.6,3.0,7
1958,49.0,157.6,74.2,3.0,12
1980,27.0,152.0,53.0,2.0,10
1980,27.0,152.0,53.0,3.0,10
1934,73.0,168.3,48.8,1.0,12
1963,45.0,169.3,52.0,3.0,12
1970,37.0,169.4,67.3,3.0,12
1976,31.0,168.9,60.0,3.0,12
1952,57.0,150.5,49.0,3.0,1
1981,26.0,149.2,31.8,3.0,4
1981,26.0,149.2,31.8,3.0,4
1960,45.0,163.8,56.9,1.0,12
1966,41.0,154.4,58.9,1.0,12
1985,22.0,118.7,19.6,3.0,9
1990,17.0,95.3,14.5,3.0,12
1992,15.0,69.4,7.4,3.0,10
1977,30.0,142.3,41.2,3.0,7
1977,30.0,142.3,41.2,3.0,7
1973,35.0,148.9,47.1,3.0,1
1973,35.0,148.9,47.8,3.0,1
1960,47.0,165.0,62.0,1.0,11
1981,26.0,144.0,33.9,1.0,7
1993,14.0,49.0,2.3,1.0,9
1953,53.0,163.1,50.1,3.0,10
1989,18.0,199.8,14.2,3.0,6
1963,45.0,155.1,58.8,1.0,5
1982,25.0,133.5,29.9,3.0,11
1982,25.0,133.5,29.9,3.0,11
1968,32.0,163.0,45.0,2.0,11
1971,29.0,171.0,50.0,2.0,7
1976,24.0,163.2,47.8,3.0,8
1982,18.0,139.7,28.6,2.0,6
1951,57.0,157.2,61.7,3.0,1
1983,25.0,127.0,23.9,3.0,4
1985,23.0,122.4,21.4,3.0,5
1985,23.0,122.4,21.4,3.0,5
1989,18.0,105.0,14.5,3.0,12
1989,18.0,105.0,14.5,3.0,12
1990,19.0,98.8,13.2,1.0,7
1990,18.0,97.0,14.8,1.0,6
1965,42.0,166.9,60.5,3.0,11
1993,14.0,63.0,3.0,3.0,11
1970,35.0,146.0,49.5,1.0,12
1989,18.0,90.4,13.9,3.0,11
1974,33.0,143.1,43.5,2.0,9
1989,18.0,91.0,12.4,3.0,9
1986,13.0,106.7,16.6,1.0,6
1987,20.0,114.9,18.8,1.0,10
1988,18.0,66.5,7.0,1.0,12
1911,22.0,61.5,5.0,2.0,2
1971,37.0,152.3,46.2,1.0,1
1993,14.0,66.0,4.9,3.0,7
1968,40.0,146.6,37.9,1.0,8
1986,21.0,109.0,16.3,2.0,5
1986,21.0,109.0,16.3,2.0,5
1987,20.0,102.9,15.9,3.0,7
1971,39.0,159.1,56.8,1.0,2
1971,38.0,160.2,78.9,1.0,7
1986,23.0,119.8,20.7,3.0,5
1986,23.0,119.8,20.7,3.0,5
1987,21.0,115.3,17.2,3.0,8
1987,21.0,115.3,17.2,1.0,8
1980,28.0,114.0,14.0,2.0,8
1980,28.0,114.0,14.0,2.0,8
1966,42.0,160.5,51.0,3.0,5
1967,40.0,153.9,49.0,3.0,12
1965,42.0,163.3,56.7,3.0,11
1967,40.0,163.6,60.4,1.0,4
1989,18.0,102.5,17.8,3.0,8
1987,20.0,117.6,110.8,3.0,11
1991,15.0,92.0,9.2,3.0,10
1976,31.0,161.8,56.5,3.0,2
1948,59.0,165.7,62.8,3.0,7
1948,59.0,149.2,43.0,2.0,10
1982,26.0,140.3,33.4,3.0,1
1982,25.0,140.2,33.7,3.0,10
1982,25.0,140.2,33.7,3.0,10
1984,23.0,134.1,30.8,3.0,4
1991,16.0,78.0,10.8,3.0,12
1980,27.0,147.0,42.9,3.0,7
1982,25.0,136.7,41.4,3.0,5
1982,25.0,136.7,41.4,3.0,5
1984,24.0,114.8,21.6,3.0,12
1992,15.0,79.0,10.3,2.0,10
1986,21.0,113.8,19.9,1.0,11
1980,27.0,145.8,34.3,3.0,8
1985,22.0,122.7,21.6,3.0,7
1985,22.0,122.7,21.6,3.0,7
1987,20.0,102.1,15.1,3.0,9
1980,27.0,146.9,36.3,3.0,3
1968,39.0,159.0,45.1,3.0,4
1969,38.0,153.8,65.3,3.0,4
1990,17.0,125.1,22.1,3.0,7
1990,16.0,89.6,13.8,1.0,8
1990,16.0,89.6,13.8,1.0,8
1993,14.0,75.0,9.5,3.0,2
1984,23.0,123.5,20.3,3.0,10
1988,19.0,104.2,15.0,3.0,9
1962,45.0,152.3,62.7,3.0,12
1974,28.0,145.0,36.8,3.0,12
1974,28.0,145.0,36.8,3.0,12
1965,42.0,147.3,47.4,1.0,6
1990,18.0,96.1,13.2,1.0,2
1991,17.0,90.3,13.1,1.0,3
1987,20.0,105.7,16.7,3.0,8
1989,18.0,96.9,14.3,3.0,8
1993,14.0,77.1,62.0,3.0,11
1993,14.0,77.1,62.0,3.0,11
1993,14.0,77.1,62.0,3.0,11
1942,65.0,160.2,63.4,2.0,5
1979,28.0,144.3,51.9,3.0,1
1979,28.0,144.3,51.9,3.0,1
1992,15.0,77.0,8.3,3.0,1
1974,43.0,146.3,49.3,1.0,7
1963,44.0,167.2,50.2,1.0,11
1982,25.0,139.0,29.1,3.0,3
1982,25.0,139.0,29.1,3.0,3
1963,43.0,156.0,60.0,2.0,3
1981,26.0,131.0,24.0,3.0,8
1979,28.0,145.1,39.9,3.0,7
1983,24.0,125.5,26.3,3.0,9
1983,24.0,125.5,26.3,3.0,9
1985,23.0,122.8,21.8,3.0,1
1985,23.0,122.8,21.8,3.0,1
1982,25.0,148.0,56.2,1.0,8
1984,24.0,127.0,18.0,2.0,5
1960,48.0,157.0,53.0,3.0,6
1960,47.0,152.0,60.0,3.0,3
1983,24.0,125.0,25.0,3.0,6
1972,37.0,154.0,60.2,2.0,4
1989,18.0,93.8,14.2,3.0,9
1993,15.0,78.0,12.0,3.0,1
1993,15.0,78.0,12.0,3.0,1
1984,22.0,125.1,23.1,3.0,1
1984,22.0,125.1,23.1,3.0,1
1988,21.0,121.0,19.1,3.0,8
1988,21.0,121.0,19.1,3.0,8
1989,18.0,120.1,15.0,3.0,5
1989,18.0,120.1,15.0,3.0,5
1990,18.0,96.1,12.0,3.0,11
1990,18.0,96.1,12.0,3.0,11
1990,18.0,96.1,12.0,3.0,11
1979,27.0,129.5,25.3,3.0,8
1982,26.0,127.6,24.1,3.0,10
1982,26.0,127.6,24.1,3.0,10
1989,17.0,98.2,16.4,1.0,12
1991,16.0,74.1,11.1,3.0,9
1983,24.0,125.0,25.0,2.0,7
1983,24.0,125.0,25.0,2.0,7
1988,20.0,100.1,20.1,3.0,6
1988,20.0,100.1,20.1,3.0,6
1985,23.0,127.8,25.7,3.0,3
1985,23.0,127.8,25.7,3.0,3
1990,17.0,95.1,13.4,3.0,8
1990,17.0,95.1,13.4,3.0,8
1993,14.0,63.0,3.0,3.0,10
1993,14.0,63.0,3.0,3.0,10
1988,21.0,106.9,17.6,3.0,2
1988,21.0,106.9,17.6,3.0,2
1988,21.0,106.9,17.6,3.0,2
1950,57.0,161.0,48.5,3.0,7
1982,26.0,133.2,29.0,3.0,9
1982,26.0,133.2,29.0,3.0,9
1984,25.0,116.1,18.9,3.0,10
1984,25.0,116.1,18.9,3.0,10
1985,23.0,116.7,20.6,3.0,9
1985,23.0,116.7,20.6,3.0,9
1978,29.0,146.0,41.7,2.0,7
1978,29.0,146.0,41.7,2.0,7
1980,28.0,156.1,50.1,1.0,3
1980,28.0,156.1,50.1,1.0,3
1983,23.0,123.3,23.0,3.0,5
1983,23.0,123.3,23.0,3.0,5
1983,23.0,123.3,23.0,3.0,5
1990,18.0,89.7,11.6,3.0,9
1990,18.0,89.7,11.6,3.0,9
1957,48.0,158.1,66.7,1.0,11
1957,48.0,158.1,66.7,1.0,11
1958,50.0,162.7,53.1,2.0,7
1979,28.0,134.1,25.1,2.0,9
1979,28.0,134.1,25.1,2.0,9
1981,27.0,132.9,27.9,1.0,3
1981,27.0,132.9,27.9,1.0,3
1988,20.0,103.4,14.2,3.0,7
1988,20.0,103.4,14.2,3.0,7
1989,18.0,99.5,13.4,3.0,8
1989,18.0,99.5,13.4,3.0,8
1992,15.0,75.1,79.1,3.0,2
1992,15.0,75.1,79.1,3.0,2
1975,33.0,171.1,57.7,2.0,9
1975,33.0,171.1,57.7,2.0,9
1981,26.0,146.8,37.0,3.0,8
1981,26.0,142.1,37.1,1.0,10
1981,26.0,142.1,37.1,1.0,10
1981,26.0,142.1,37.1,1.0,10
1982,28.0,143.5,27.8,1.0,6
1982,28.0,143.5,27.8,2.0,6
1982,28.0,134.0,26.0,1.0,6
1983,26.0,126.6,26.6,1.0,9
1983,26.0,126.6,26.6,1.0,9
1988,20.0,102.2,16.7,3.0,6
1988,20.0,102.2,16.7,3.0,6
1990,14.0,102.0,15.0,3.0,8
1970,37.0,169.2,53.7,3.0,8
1970,36.0,154.1,37.8,3.0,6
1970,36.0,154.1,37.8,3.0,6
1993,15.0,68.1,7.6,2.0,4
1993,15.0,68.1,7.6,3.0,4
1992,15.0,75.0,10.0,2.0,7
1992,15.0,75.0,10.0,2.0,7
1989,17.0,80.1,12.0,3.0,7
1989,17.0,80.1,12.0,3.0,7
1991,15.0,75.0,10.0,3.0,12
1973,35.0,155.2,46.6,1.0,4
1965,42.0,156.0,49.9,1.0,6
1989,18.0,98.5,14.7,3.0,10
1991,16.0,75.0,12.0,3.0,12
1991,16.0,75.0,12.0,3.0,12
1992,16.0,156.0,49.0,3.0,6
1992,16.0,156.0,49.0,3.0,6
1983,25.0,142.7,35.8,1.0,7
1983,25.0,142.7,35.8,1.0,7
1986,22.0,125.3,25.0,1.0,7
1986,22.0,125.3,25.0,1.0,7
1990,19.0,98.1,15.0,1.0,6
1993,14.0,67.0,9.0,2.0,6
1993,14.0,67.0,9.0,2.0,6
1980,28.0,154.0,48.5,2.0,1
1980,28.0,154.0,48.5,2.0,1
1986,21.0,129.0,26.7,1.0,9
1986,21.0,129.0,26.7,1.0,9
1986,22.0,95.1,15.0,3.0,5
1990,17.0,75.0,12.2,1.0,6
1990,17.0,75.0,12.2,1.0,6
1990,17.0,75.0,12.2,1.0,6
1980,25.0,144.4,35.5,2.0,11
1980,25.0,144.4,35.5,2.0,11
1984,25.0,138.6,31.3,1.0,5
1984,25.0,138.6,31.3,1.0,5
1990,19.0,107.4,16.3,2.0,2
1984,18.0,129.6,27.2,1.0,10
1984,18.0,129.6,27.2,1.0,10
1989,14.0,91.7,14.2,2.0,3
1978,28.0,154.4,44.8,2.0,3
1978,28.0,154.4,44.8,2.0,3
1981,25.0,136.8,30.2,1.0,11
1981,25.0,136.8,30.2,1.0,11
1993,15.0,54.0,5.0,2.0,9
1993,15.0,54.0,5.0,2.0,9
1969,38.0,166.0,65.3,1.0,10
1993,13.0,65.0,9.0,2.0,1
1988,20.0,106.1,16.6,1.0,3
1988,20.0,106.1,16.6,1.0,3
1989,17.0,88.2,13.5,3.0,10
1989,17.0,88.2,13.5,3.0,10
1991,14.0,56.0,6.1,3.0,5
1965,39.0,170.4,55.6,2.0,10
1969,38.0,153.3,54.2,1.0,10
1990,16.0,129.6,27.2,1.0,8
1990,16.0,129.6,27.2,1.0,8
1990,16.0,129.6,27.2,1.0,8
1991,15.0,91.0,9.5,3.0,12
1991,15.0,91.0,9.5,3.0,12
1986,25.0,135.0,29.5,1.0,1
1986,25.0,135.0,29.5,1.0,1
1987,20.0,114.3,18.3,3.0,6
1987,20.0,114.3,18.3,3.0,6
1989,19.0,98.3,12.0,2.0,10
1989,19.0,98.3,12.0,2.0,10
1968,39.0,164.4,52.5,1.0,5
1968,38.0,148.8,41.9,1.0,9
1961,47.0,149.1,53.6,3.0,9
1983,26.0,139.4,31.7,3.0,3
1965,42.0,165.1,52.1,3.0,10
1967,40.0,143.1,45.1,3.0,10
1988,20.0,75.1,12.3,3.0,5
1979,28.0,125.0,20.1,1.0,8
1979,28.0,125.0,20.1,1.0,8
1986,21.0,107.7,18.0,2.0,6
1986,21.0,107.7,18.0,2.0,6
1989,18.0,101.1,11.6,2.0,5
1989,18.0,101.1,11.6,2.0,5
1980,28.0,149.1,42.2,1.0,7
1980,28.0,149.1,42.2,1.0,7
1982,26.0,130.2,27.2,3.0,6
1961,39.0,159.1,49.9,1.0,8
1972,29.0,156.7,53.7,1.0,3
1989,18.0,90.5,10.5,3.0,7
1989,18.0,90.5,10.5,3.0,7
1961,46.0,158.1,55.2,3.0,6
1961,46.0,158.1,55.2,3.0,6
1963,44.0,148.1,47.7,1.0,11
1963,44.0,148.1,47.7,1.0,11
1985,23.0,117.0,20.5,3.0,1
1990,18.0,87.6,12.1,3.0,5
1990,18.0,87.6,12.1,3.0,5
1990,18.0,87.3,11.4,3.0,2
1950,57.0,158.5,47.5,1.0,8
1952,55.0,151.1,42.0,1.0,10
1990,18.0,86.4,11.1,1.0,8
1990,18.0,86.4,11.1,1.0,8
1988,20.0,110.6,17.4,2.0,3
1988,20.0,110.6,17.4,2.0,3
1993,14.0,66.3,6.8,3.0,7
1968,39.0,141.5,48.9,1.0,3
1983,25.0,120.5,22.8,2.0,9
1979,28.0,165.8,57.6,3.0,11
1982,25.0,125.4,25.1,3.0,12
1982,25.0,125.4,25.1,3.0,12
1984,24.0,123.4,22.7,3.0,1
1984,24.0,123.4,22.7,3.0,1
1988,20.0,102.2,14.3,3.0,2
1992,16.0,77.2,8.6,3.0,5
1977,27.0,148.1,39.1,3.0,8
1977,27.0,148.1,39.1,3.0,8
1977,27.0,148.1,39.1,3.0,8
1987,21.0,120.5,22.2,3.0,1
1963,45.0,168.8,59.1,1.0,10
1963,45.0,149.3,41.9,1.0,5
1979,28.0,147.2,34.4,1.0,8
1979,28.0,147.2,34.4,1.0,8
1981,27.0,126.0,21.0,1.0,12
1981,27.0,126.0,21.0,1.0,12
1984,24.0,128.7,23.5,2.0,5
1986,21.0,128.7,81.1,1.0,8
1986,21.0,128.7,81.1,1.0,8
1991,17.0,75.1,10.1,1.0,3
1966,41.0,169.0,58.0,3.0,4
1990,18.0,92.5,19.2,1.0,5
1981,25.0,125.1,20.1,2.0,8
1984,24.0,122.1,18.3,1.0,12
1984,24.0,122.1,18.3,3.0,12
1984,24.0,122.1,18.3,1.0,12
1986,23.0,120.1,15.3,2.0,3
1990,23.0,4.2,14.7,3.0,2
1990,23.0,4.2,14.7,3.0,2
1991,16.0,70.1,11.1,3.0,10
1987,24.0,125.1,18.1,1.0,7
1992,15.0,75.1,15.1,2.0,10
1992,15.0,75.1,15.1,2.0,10
1973,33.0,156.6,44.4,1.0,7
1992,16.0,75.8,18.5,3.0,5
1992,16.0,75.8,18.5,3.0,5
1968,39.0,162.8,55.1,3.0,3
1968,39.0,162.8,55.1,3.0,3
1970,37.0,157.2,52.1,1.0,8
1970,37.0,157.2,52.1,1.0,8
1993,14.0,60.0,7.0,3.0,7
1993,14.0,60.0,7.0,3.0,7
1981,27.0,136.6,31.8,3.0,8
1981,27.0,136.6,31.8,3.0,8
1950,58.0,165.1,54.1,1.0,10
1956,45.0,149.9,50.9,1.0,4
1979,28.0,113.9,21.6,3.0,10
1979,28.0,113.9,21.6,3.0,10
1981,26.0,118.3,23.1,3.0,11
1981,26.0,118.3,23.1,3.0,11
1984,23.0,119.4,22.9,3.0,7
1984,23.0,120.4,21.9,3.0,7
1988,20.0,107.8,12.2,3.0,1
1988,20.0,107.8,12.2,3.0,1
1992,15.0,67.6,7.4,3.0,10
1992,15.0,67.6,7.4,3.0,10
1988,19.0,103.3,13.2,3.0,9
1988,19.0,103.3,13.2,3.0,9
1980,26.0,149.0,39.7,2.0,10
1980,26.0,149.0,39.7,3.0,10
1980,26.0,149.0,39.7,1.0,10
1969,39.0,154.2,55.6,2.0,7
1987,20.0,110.1,15.7,3.0,7
1989,18.0,97.7,13.3,3.0,7
1980,26.0,159.6,45.1,3.0,11
1983,24.0,136.7,26.6,3.0,9
1983,24.0,136.7,26.6,3.0,9
1990,17.0,87.2,10.3,3.0,5
1990,17.0,91.4,11.3,3.0,5
1992,15.0,75.8,9.1,3.0,8
1974,33.0,147.3,43.3,2.0,9
1974,33.0,147.3,43.3,2.0,9
1980,26.0,155.4,44.2,3.0,12
1980,26.0,155.4,44.2,2.0,12
1982,28.0,142.2,31.0,2.0,9
1982,28.0,142.2,31.0,2.0,9
1986,21.0,121.2,22.2,3.0,12
1986,21.0,121.2,22.2,3.0,12
1952,55.0,161.9,50.6,2.0,7
1971,36.0,148.4,48.5,2.0,7
1981,26.0,128.1,25.3,1.0,5
1981,26.0,128.1,25.3,1.0,5
1983,26.0,123.8,21.6,1.0,4
1983,26.0,123.8,21.6,1.0,4
1992,16.0,76.9,9.2,3.0,8
1981,26.0,136.2,29.1,2.0,5
1991,16.0,121.2,22.2,3.0,6
1982,25.0,120.1,25.1,2.0,5
1958,55.0,151.7,43.8,1.0,3
1978,29.0,149.5,31.5,3.0,11
1980,28.0,136.1,27.3,1.0,3
1985,23.0,117.5,18.8,3.0,1
1985,23.0,117.5,18.8,3.0,1
1987,21.0,109.0,16.6,1.0,5
1987,21.0,109.0,16.6,1.0,5
1989,17.0,84.7,7.6,3.0,11
1982,24.0,148.0,41.7,3.0,7
1984,23.0,116.5,17.0,3.0,7
1984,23.0,116.5,17.0,3.0,7
1968,40.0,150.1,49.1,1.0,6
1988,20.0,102.2,14.6,3.0,3
1988,20.0,102.2,14.6,3.0,3
1990,17.0,87.9,12.2,3.0,9
1990,17.0,87.9,12.2,3.0,9
1943,64.0,151.9,49.0,1.0,7
1980,26.0,141.1,35.1,3.0,6
1980,26.0,141.1,35.1,3.0,6
1984,23.0,123.0,21.9,3.0,11
1984,23.0,123.0,21.9,3.0,11
1989,18.0,105.4,18.0,3.0,11
1969,38.0,156.3,52.1,1.0,7
1991,17.0,85.5,12.4,3.0,3
1992,15.0,71.3,7.3,3.0,9
1980,26.0,136.9,29.0,3.0,7
1980,26.0,136.9,29.0,3.0,7
1982,25.0,128.1,23.1,3.0,9
1982,25.0,128.1,23.1,3.0,9
1985,23.0,125.1,45.2,3.0,12
1989,20.0,95.0,15.0,2.0,8
1985,22.0,118.0,18.6,3.0,7
1986,19.0,99.6,13.9,3.0,3
1982,25.0,141.9,31.5,3.0,10
1982,25.0,141.9,31.5,3.0,10
1992,15.0,75.1,9.2,3.0,4
1992,15.0,75.1,9.2,3.0,4
1982,26.0,129.4,26.1,1.0,2
1982,26.0,129.4,26.1,1.0,2
1984,23.0,115.0,18.7,1.0,5
1985,22.0,118.8,19.4,1.0,1
1990,18.0,93.8,12.7,3.0,12
1990,18.0,93.8,12.7,3.0,12
1974,30.0,163.1,56.1,3.0,4
1979,28.0,108.1,18.5,3.0,4
1979,28.0,108.1,18.5,3.0,4
1982,25.0,117.0,21.3,3.0,10
1965,39.0,157.6,53.8,1.0,2
1965,39.0,156.9,47.9,1.0,2
1992,15.0,75.5,8.3,3.0,10
1969,38.0,170.5,68.3,3.0,4
1969,38.0,147.2,38.1,3.0,6
1991,17.0,82.0,10.6,3.0,8
1980,27.0,153.1,41.8,1.0,10
1980,27.0,153.1,41.8,1.0,10
1984,23.0,80.0,11.5,1.0,2
1984,23.0,80.0,11.5,1.0,2
1986,21.0,116.2,21.0,1.0,4
1991,16.0,70.1,12.0,1.0,12
1991,16.0,70.1,12.0,1.0,12
1984,24.0,125.2,25.3,1.0,3
1987,20.0,105.4,18.1,1.0,5
1987,20.0,105.4,18.1,1.0,5
1988,20.0,108.8,14.9,3.0,3
1988,20.0,108.8,14.9,3.0,3
1988,20.0,108.8,14.9,3.0,3
1990,17.0,82.0,11.3,1.0,11
1990,17.0,82.0,11.3,1.0,11
1993,14.0,59.1,5.7,2.0,8
1993,14.0,59.1,5.7,2.0,8
1953,55.0,168.0,52.9,3.0,5
1953,55.0,168.0,52.9,3.0,5
1986,21.0,140.9,40.4,3.0,12
1986,21.0,140.9,40.4,3.0,12
1979,27.0,141.8,40.5,1.0,3
1979,27.0,141.8,40.5,1.0,3
1990,17.0,93.8,14.3,3.0,7
1990,17.0,93.8,14.3,3.0,7
1952,55.0,165.0,52.3,3.0,6
1979,28.0,154.3,40.0,3.0,9
1979,28.0,154.3,40.0,3.0,9
1979,28.0,154.3,40.0,3.0,9
1982,25.0,144.9,31.7,3.0,8
1982,25.0,144.9,31.7,3.0,8
1984,23.0,121.2,20.8,3.0,8
1984,23.0,121.2,20.8,3.0,8
1984,23.0,121.2,20.8,3.0,8
1986,21.0,111.4,17.1,3.0,5
1986,21.0,111.4,17.1,3.0,5
1952,55.0,167.5,56.5,3.0,9
1957,49.0,150.9,61.3,1.0,7
1979,29.0,147.7,33.8,3.0,3
1980,28.0,141.0,30.8,3.0,11
1986,22.0,138.2,24.5,3.0,3
1986,22.0,138.2,24.5,3.0,3
1987,20.0,106.3,15.7,3.0,8
1987,20.0,106.3,15.7,3.0,8
1989,18.0,85.1,20.1,3.0,10
1989,18.0,85.1,20.1,3.0,10
1990,16.0,82.1,33.0,3.0,12
1956,51.0,146.2,63.4,1.0,7
1988,19.0,108.3,13.7,3.0,11
1980,27.0,144.5,34.2,1.0,7
1982,25.0,132.4,26.3,3.0,6
1982,25.0,132.4,26.3,3.0,6
1987,21.0,114.0,19.6,3.0,3
1987,21.0,114.0,19.6,3.0,3
1992,15.0,67.9,9.0,3.0,8
1980,25.0,130.1,22.1,2.0,5
1987,20.0,109.1,17.6,3.0,8
1987,20.0,109.1,17.6,3.0,8
1993,18.0,91.8,13.9,3.0,3
1993,18.0,91.8,13.9,3.0,3
1990,16.0,70.0,8.6,3.0,10
1990,16.0,70.0,8.6,3.0,10
1980,27.0,141.2,38.2,2.0,9
1990,18.0,96.2,14.6,3.0,2
1980,27.0,147.1,44.7,1.0,6
1980,27.0,147.1,44.7,1.0,6
1993,15.0,67.9,7.3,3.0,4
1970,27.0,137.6,32.3,1.0,7
1983,25.0,128.0,26.4,2.0,5
1964,44.0,164.8,64.3,1.0,5
1974,34.0,150.2,45.9,1.0,3
1970,35.0,142.5,43.4,1.0,4
1970,35.0,142.5,43.4,1.0,4
1993,14.0,66.4,7.3,3.0,6
1991,15.0,77.3,8.1,1.0,9
1991,15.0,77.3,8.1,1.0,9
1978,29.0,158.0,55.9,2.0,11
1978,29.0,158.0,55.9,2.0,11
1978,29.0,158.0,55.9,2.0,11
1964,43.0,166.1,55.6,1.0,9
1986,20.0,110.5,26.4,2.0,1
1986,20.0,110.5,26.4,2.0,1
1993,14.0,65.8,6.0,3.0,4
1993,14.0,65.8,6.0,3.0,4
1980,27.0,125.5,40.2,1.0,7
1954,53.0,165.5,49.3,1.0,2
1955,52.0,157.2,63.2,1.0,8
1979,28.0,141.7,34.6,2.0,5
1955,51.0,162.1,57.9,3.0,11
1962,45.0,151.1,50.5,3.0,8
1947,64.0,148.6,59.0,1.0,4
1975,32.0,154.1,50.4,3.0,6
1981,26.0,134.4,26.2,3.0,6
1981,26.0,134.4,26.2,3.0,6
1989,16.0,81.2,10.6,3.0,6
1989,16.0,81.2,10.6,3.0,6
1992,14.0,70.4,7.5,3.0,6
1992,14.0,70.4,7.5,3.0,6
1992,15.0,73.0,7.5,1.0,9
1992,15.0,73.0,7.5,1.0,9
1992,15.0,71.0,7.7,1.0,10
